,Unnamed: 0,Customer_name,Date,Rating,Review_Title,Review,Sentimens,normal
1343,143,Dev,Apr 2019,2.0,harris vertu,"Mengadakan event di hotel ini cukup puas. Fasilitas nya oke,kamarnya juga oke, Pemandangan oke banget, Cons: -Liftnya kecil suka overload namanya tamu meeting pasti mau bareng2 an. -Pelayanan nya hanya standard aja,,saya mau minta omlete aja tanggapan pelayannya gada senyum2 nya, Minta tambahan cutlery aja pada cemberut. Ngebete in srvice nya.",Negative,ada event hotel puas fasilitas nya oke kamar oke pandang oke banget cons liftnya suka overload nama tamu meeting bareng2 an pelayanan nya standard saja saya omlete saja tanggap layan gada senyum2 nya minta tambah cutlery saja cemberut ngebete in srvice nya
1344,144,yossyjune,Jan 2019,1.0,tidak kedap suara,"Berisik tidak ada kedap suara, sudah komplain, tapi tetap saja, mungkin operator tidak berani beritahukan ke unit yg bikin berisik. House keeping slow respon!!! Breakfast di lounge makananny dingin semua dan lama banget refillnya",Negative,berisik kedap suara komplain saja operator berani beritahukan unit yang bikin berisik house keeping slow respon breakfast lounge makananny dingin banget refillnya
1345,145,Arlisa Z,Okt 2018,1.0,gak butuh tamu,"Jadi sy dari salah satu travel agent, waktu itu sy by phn direct to hotel dan tersambung sm marketingnya sebut aja namanya si A (sptnya dia gk handle travel agent) tp dr awal nada bicaranya bkn spt org marketing yang notabennya harus ramah, lalu si A ngasih contact marketing yg handle Travel agent... okelahhh sy tlponlah itu sebut aja namnya si B, Tryta gak jauh beda loh sm si A, sama2 marketing tp tdk ada rasa hospitalitynya sm skli itu masih by phone gimana kl handle tamu saya :) padahal sy rencana akan bawa group disana :) Mungkin pelayanan dr Marketingnya perlu di perbaiki, krn bagaimanapun kalian adalah front liner dr Tempat kalian bekerja, so mungkin utk next sy akan mikir2 lagi kl marketingnya judes begitu",Negative,jadi saya salah travel agent saya by phn direct to hotel sambung sm marketingnya saja nama si sptnya tidak handle travel agent tapi dari nada bicara bukan seperti orang marketing notabennya ramah si memberikan contact marketing yang handle travel agent okelahhh saya tlponlah saja namnya si tryta tidak beda loh sm si sama2 marketing tapi tidak hospitalitynya sm skli by phone bagaimana kalau handle tamu saya rencana bawa group sana mungkin layan dari marketingnya baik karena front liner dari tempat kerja so untuk lanjut saya mikir2 kalau marketingnya judes
1346,146,Valiantn,Jul 2018,2.0,keseluruhan,"Kamar, fasilitas dan harga tidak sesuai, tapi di tutupin dengan masakan di restoran yang lumayan enak, Lift tamu yg lambat dan hanya ada 4 unit untuk hotel bintang 5 itu kurang banyak jadi akses naik turun lantai memakan waktu yang lumayan lama",Negative,kamar fasilitas harga sesuai tutupin masakan restoran lumayan enak lift tamu yang lambat unit hotel bintang akses turun lantai makan lumayan
1347,147,edmunderick,Agu 2017,2.0,kecewa,"saya kecewa dengan pelayanan, fasilitas, kebersihan dan title bintang 5 nya . check in sudah satu jam menunggu, staff tidak ada inisiatif sama sekali saya booking beberapa kamar. dan ingin pindah kamar tapi staff malah berbohong bahwa kamar tidak ready padahal staff lain bilang bisa. kebersihan jorok sekali . amenities buruk tidak di replace setiap hari.",Negative,kecewa layan fasilitas bersih title bintang nya check in jam tunggu staff inisiatif booking kamar pindah kamar staff bohong kamar ready staff bilang bisa bersih jorok amenities buruk replace hari
1348,148,Lie S,Feb 2017,2.0,hotel not ready,Location Area 8 Lobby Area 8 Room 7 Breakfast 4 #1. Minta Kamar View Monas oleh Receptionist dikatakan Room Fully Booked. #2. Breakfast Area Hanya dibuka sebagian & Breakfrast Menu hanya Ala Kadar nya (Dengan Alasan Hotel Low Occupancy) - Alasan yang sangat berbeda dengan Receptionist. #3. Kebersihan Makanan yang sangat Buruk (Banyak Lalat Kecil di Area Buah Potong) #4. Penunjuk Nomor Kamar masih menggunakan kertas di Print.,Negative,location area lobby area room breakfast minta kamar view monas receptionist room fully booked breakfast area hanya buka breakfrast menu ala kadar nya dengan alas hotel kalau occupancy alas beda receptionist bersih makan buruk banyak lalat kecil area buah potong tunjuk nomor kamar kertas print
1349,149,Stella Chrisiani,Agu 2017,2.0,kecewa,"Transit pertama berhenti di lobi di lantai dasar. Saya bertanya kepada petugas keamanan, jika Harris memiliki concierge untuk membantu mengangkat barang. Dia mengatakan tidak. Maksud saya jenis hotel bintang 4 yang tidak memiliki concierge? Kemudian saya berpikir mungkin untuk Harris, mereka tidak menyediakan layanan concierge. Lanjutkan ke lobi hotel, proses check in sangat lancar dan saya bertanya salah satu staf fo, Anda memiliki layanan concierge? Dia berkata ya, kami. Saya mengatakan kepadanya bahwa keamanan di bawah mengatakan ada tidak ada concierge. Saya berada di situasi di mana saya benar-benar butuh pelayanan tersebut, karena saya punya banyak bagasi. Bahkan jika keamanan",Negative,transit henti lobi lantai dasar saya tugas aman harris milik concierge bantu angkat barang dia tidak maksud jenis hotel bintang milik concierge kemudian pikir harris sedia layan concierge lanjut lobi hotel proses check in lancar salah staf fo anda milik layan concierge dia iya kami saya aman concierge saya situasi benar butuh layan sebut bagasi bahkan aman
1350,150,xiao x,Jul 2017,2.0,tidak ada lift,"Kamar bagus, modern dan nyaman tapi ada tidak ada lift di dalam garasi parkir. Sulit untuk orang tua dan tidak ada akses yang mudah untuk penyandang cacat dan barang bawaan. Saya berharap manajemen akan memperbaiki hal ini dalam waktu dekat. Terima Kasih.",Negative,kamar bagus modern nyaman lift garasi parkir sulit orang tua akses mudah sandang cacat barang bawa saya harap manajemen baik dekat terima kasih
1351,151,962melvinl,Mar 2017,1.0,kualitas hotel buruk,"Meningkatkan kualitas layanan semua, mulai di depan staf, check-in staf, staf restoran, dan juga meningkatkan kualitas makanan, ketika aku berada di sana dan kualitas makanan yang benar benar sangat sangat buruk, tidak lezat.",Negative,tingkat kualitas layan semua staf check in staf staf restoran tingkat kualitas makan kualitas makan buruk lezat
1352,152,yulianto15,Apr 2021,3.0,2cockroach,"Ada 2 kecoa di kamar 1517, satu di kamar mandi, satu lagi di meja dalam kamar. Apakah hotel harris sudah jarang melakukan pengendalian hama? Dari segi kebersihan kamar, sudah tidak seperti Harris Vertue sebelumnya, yg sangat fresh dan nyaman",Negative,ada kecoa kamar 1517 kamar mandi meja kamar apakah hotel harris jarang kendali hama dari segi bersih kamar harris vertue belum yang fresh nyaman
1353,153,Nhoan_wikwik,Sep 2019,3.0,kesopanan staff,"Saya datang ke reception untuk tanya tentang ivent apa saja yg ada di hotel ini, krna saya berniat untuk membuat acara arisan, tp jawaban staff nya kurang enak saya terima. Seperti sedang sibuk sendiri dan tidak memperhatikan saya . Dia justru menyuruh saya lngsung datang ke restaurant atau menghubungi sales. Iya saya tau, tpi apakah baiknya staff tsb menyuruh saya duduk lalu memanggilkan sales untuk saya ? Semoga ini bisa menjadi masukan agar staff receptionis lebih tanggap dan ramah kepada tamu, untuk makanan. Sup buntut nya enak staff restaurant jga ramah. Tks",Negative,saya reception ivent yang hotel ini krna niat acara arisan tapi staff nya enak terima seperti sibuk perhati dia suruh lngsung restaurant hubung sales iya tahu tapi baik staff tersebut suruh duduk panggil sales moga masuk staff receptionis tanggap ramah tamu makan sup buntut nya enak staff restaurant juga ramah terima kasih
1354,154,mikesub,Jan 2019,3.0,agak kecewa,ac kamar tidak dingin. kamar tidak ada bathub. hotel tidak sedia shopping bag. kamar tidak ada rak meletakkan koper. kamar tidak termasuk breakfast. padahal harga kamar 900++ dan kelas hotel bintang 5. pada saat pemesanan. tidak ada penjelasan detail tentang fasilitas di dalam kamar. ,Negative,ac kamar dingin kamar bathub hotel sedia shopping bag kamar rak letak koper kamar breakfast harga kamar 900 kelas hotel bintang mesan jelas detail fasilitas kamar
1355,155,glory v,Nov 2018,3.0,wedding,"ami sempat menempati kamar 2910 pada hari pertama (23/11/2018), dan keadaan air conditioner tidak dingin sama sekali, malam pertama lgs di service AC nya , tapi tidak dingin jg, karna sudah malam akhirnya kita tidur dalam keadaan kepanasan, besok hari nya tetep sama, sampai 4 kali teknisi datang utk service, sampai saat acara kami di kamar itu jg terganggu karna kepanasan, akhirnya karena sudah tidak tahan siang hari nya saat bride's retouch kami minta utk pindah kamar, saat itu teknisi datang utk ke 5x nya, tapi keadaan masih sama, akhirnya kami putuskan utk minta pindah kamar, tetapi staff yang bertugas saat itu sangat teramat tidak sopan & tidak ramah, muka nya pun terlihat tidak senang dengan kami",Negative,ami tempat kamar 2910 23 11 2018 air conditioner dingin sekali malam lgs service ac nya dingin juga karena malam tidur panas besok nya tetep sama kali teknisi untuk service acara kamar juga ganggu karena panas tahan siang nya bride retouch untuk pindah kamar teknisi untuk 5x nya sama putus untuk pindah kamar staff tugas amat sopan ramah muka nya senang
1356,156,billylomb,Apr 2018,3.0,kesan pertama,"Saat saya akan check in,sambutan sangat biasa. Check in di lantai 2. Saat check in, wajib ktp, paspor atau sim ( driver license ), kartu kantor / pemerintah tak berlaku disini, pasti akan ditanya lagi ada kartu lain pak, sim atau ktp. Masuk kamar, panas, sensor AC menunjukan 30 derajat. Saya nyalakkan AC, kurang lebih 40 menit kamar tidak terlalu dingin, padahal settingan sudah 23 derajat. Plus nya kamar masih baru, minusnya bercak di bed, dan di kursi , cukup mengganggu dan memberi kesan downgrade. Kamar juga terang Sambutan di resepsion juga sangat biasa, tidak ada selamat datang di harris vertu, senang anda bisa memilih kami,,...hanya, kata2 hmm, bapak sudah pernah disini, lewat t*av*loka ya, an pak",Negative,saat check in sambut biasa check in lantai saat check in wajib ktp paspor sim driver license kartu kantor perintah laku sini kartu pak sim ktp masuk kamar panas sensor ac tunjuk 30 derajat saya nyalakkan ac 40 menit kamar dingin settingan 23 derajat plus nya kamar baru minus bercak bed kursi ganggu kesan downgrade kamar terang sambut resepsion biasa selamat harris vertu senang pilih kami hanya kata2 hmm sini av loka iya an
1357,157,dindi22,Jul 2017,3.0,need maintenance ac,"Hotelnya mewah, bagus banget. hanya sayang waktu check in dan masuk kamar saya dapet kamar yang AC nya panas. udah ada petugas buat datang dan memperbaiki, katanya diminta untuk tunggu setengah jam kemudian, udah di tunggu 1 jam masih belum bisa juga. minta pindah kamar, tapi lama bgt. jujur, itu kamar blm saya pakek sama sekali. ada petugas Housekeeping malah ngajarin saya cara pekek AC itu gmn. huft... satu lagi, tolong team restonya di kasih senyum dikit di wajahnya, pasti bagus dech.. hehehe overall, this hotel is luxury but need maintenance.. Keep Rock",Negative,hotel mewah bagus banget sayang check in masuk kamar dapat kamar ac nya panas sudah tugas baik tunggu jam kemudian sudah tunggu jam juga pindah kamar banget jujur kamar belum pakai sekali tugas housekeeping ngajarin seperti ac bagaimana mengeluh lagi tolong team restonya kasih senyum dikit wajah bagus deh hehehe overall this hotel is luxury but need maintenance keep rock
1358,158,dionardy,Jun 2017,3.0,menunggu 1jam,"Satu2nya yang bagus hanyalah karena merupakan hotel yang baru dimana barang2 masi bersih bahkan bau cat pun masih samar tercium. Tapi saya harus menunggu 1 jam untuk mendapatkan kamar. Padahal saya datang jam 2 siang. Welcome drink diberikan setelah saya meminta, bukan dengan inisiatif memberikan welcome drink tersebut. Lahan parkir basement cukup membingungkan karena arahan untuk parkir hotel harris tidak memadai. ",Negative,satu2nya bagus hotel mana barang2 mas bersih bau cat samar cium tapi tunggu jam kamar padahal jam siang welcome drink minta inisiatif welcome drink sebut lahan parkir basement bingung arah parkir hotel harris pada
1359,159,pancatutik,Apr 2017,3.0,baik untuk akhir pekan,"Check out setelah hanya tinggal satu malam, kami memilih hotel ini untuk rilex dan menghabiskan waktu dengan anak saya. Kami menyambut baik dan check in yang cepat. Area lobi yang bagus dan modern (menyukainya). Kamar mandi tampak merek baru tapi masih tombol mode untuk beralih sudah rusak (Room 1203). fasilitas bagus dan cukup lengkap. Kolam renang cukup bagus tapi sayangnya itu adalah terletak di lobi jadi setiap tubuh yang memiliki akses untuk hanya duduk dan merokok. Sarapan prasmanan cukup enak tapi tidak ada yang istimewa. Kami suka duduk di Gua Burung saat sarapan. Hal yang terbaik di Harris vertu Harmonie adalah sangat confy tempat tidur. Secara keseluruhan hotel ini tidak buruk pilihan",Negative,check out tinggal malam pilih hotel rilex habis anak saya kami sambut check in cepat area lobi bagus modern suka kamar mandi merek tombol mode alih rusak room 1203 fasilitas bagus lengkap kolam renang bagus sayang letak lobi tubuh milik akses duduk rokok sarap prasmanan enak istimewa kami suka duduk saya burung sarap hal baik harris vertu harmonie confy tidur cara hotel buruk pilih
1360,160,Lambok Nainggolan,Desember 2019,5.0,Dinas Akhir Tahun,"Kembali stay di Harris Vertu u tuk kedua kalinya untuk dinas penutuoan akhir tahun dari lampung dan selalu memilih Harris Vertu di karenakan memang lokasi strategis di area ring 1. Para staff pun ramah-ramah terutama mba florent, kamar nyaman untuk istirahat, makanan oke dan banyak variantnya",Positive,kembali stay harris vertu tuk kali dinas penutuoan lampung pilih harris vertu karena lokasi strategis area ring para staff ramah mbak florent kamar nyaman istirahat makan oke variantnya
1361,161,Handi,Desember 2019,5.0,Liburan Bersama Keluarga,"Liburan Natal Nginep di Hotel Harris Vertu Harmoni nih guys,  Ternyata Hotel nya Kerennnn Bangett, Staff nya dari mulai check in, dinner dan breakfast ramah2 bangettt.  Pas breakfast Di tawarin teh dan coffee nih sama Mbak Bunga, Keren banget pelayanan Mbak Bunga, plus cantik lagi 😊  Kamar nya bersih dan dingin  Makanannya banyak banget jenisnya dan enak2  Next time pasti kesini lg guys",Positive,libur natal menginap hotel harris vertu harmoni ini teman-teman nyata hotel nya kerennnn bangett staff nya check in dinner breakfast ramah2 bangettt pas breakfast di tawarin kakak perempuan coffee ini mbak bunga keren banget layan mbak bunga plus cantik kamar nya bersih dingin makan banget jenis enak2 lanjut time kesini lagi teman-teman
1362,162,henny c,Desember 2019,5.0,Family stay,"Pelayanan disini bagus, staffnya ramah terutama Hanna. Saya sering ke Jakarta dan stay  disni, kmarin sempat ada kendala untuk amenities tapi langsung dilengkapi.  Makananya di restaurant enak seperti biasa saya stay disni.",Positive,layan bagus staffnya ramah hanna saya jakarta stay disni kmarin kendala amenities langsung lengkap makananya restaurant enak stay disni
1363,163,Lukmanvneck,Desember 2019,5.0,Good staff,"Pelayanan yang bagus , cocok dengan standar hotel bintang 5 . Breakfastnya juga sangat simple tapi rasanya cukup enak . Lobby hotel sangat luas dan dingin . Fasilitas mulai dari gym dan swiming pool juga sangat mewadai.  Thanks oakwood i'll comeback",Positive,layan bagus cocok standar hotel bintang breakfastnya simple enak lobby hotel luas dingin fasilitas gym swiming pool mewadai terima kasih oakwood ll comeback
1364,164,Hendra,Desember 2019,5.0,Family stay,"Untuk kamar disini nyaman, ini untuk pertama kali saya dan keluarga stay disini. Makanan di restaurant enak. Staffnya mba Hana ramah dan membantu. Untuk porses check in cepat saya bisa langsung dapat kamar.  Saya rekomendasikan",Positive,untuk kamar nyaman kali keluarga stay sini makan restaurant enak staffnya mbak hana ramah bantu untuk porses check in cepat langsung kamar saya rekomendasi
1365,165,Isyana praditia,Desember 2019,5.0,Family stay,"Kamarnya mantab, makanan juga mantab... staff mb Hana ramah dan care, pelayanannya bagus sesuai dengan bintang 5. Masukan untuk harris vertu, karena saya membawa anak ada baiknya di play ground, lokasinya juga bagus, dekat dengan pusat pemerintahan.  Sangat bagus untuk bisnis dan dinas.",Positive,kamar mantab makan mantab staff mbak hana ramah care layan bagus sesuai bintang masuk harris vertu bawa anak baik play ground lokasi bagus pusat perintah sangat bagus bisnis dinas
1366,166,Rinjani,Desember 2019,5.0,Kembali lagi Stay di Harris Vertu,"Tiba di Hotel kemarin malam dan stay untuk sehari saja sekalian menemani suami bertugas dan membawa keljarga untuk stay di harris Vertu. Service yang di berikan masih sama baiknya saat saya pertama kesini terutama si mba Florent. Kita bertemu kembali. Kamar nyaman, lokasi strategis, makanan banyak variant dan enakkkkk",Positive,tiba hotel kemarin malam stay hari tani suami tugas bawa keljarga stay harris vertu service baik kesini si mbak florent kita temu kembali kamar nyaman lokasi strategis makan variant enakkkkk
1367,167,Denny tan,Desember 2019,5.0,Great hotel,"Sudah sering datang kesini bersama rekan kerja dan merekomendasikan hotel ini ke teman teman, value for money. Good price with good quality, staff very friendly thank you ms bunga very cheerful person. Meeting selanjutnya pasti akan datang lg kesini bersama rekan kerja saya",Positive,sudah kesini rekan kerja rekomendasi hotel teman teman value for money bagus price with bagus quality staff very friendly thank you ms bunga very cheerful person meeting lagi kesini rekan kerja
1368,168,Desy S,Desember 2019,5.0,Short staycation,"Pertama kali stay di brand Harris dan merasa nyaman bisa stay disini, para staff pun ramah dan fast response terutama mba florent dan mba hana sangat appreciate. Lokasi pun sangat staretegis di pusat kota, dari segi harga pun sudah sangat seimbang dengan apa yang di dapat, sesuai pokoknya. Design pun simple dan ok, akan dateng kesini lagi pokoknya",Positive,pertama kali stay brand harris nyaman stay sini staff ramah fast response mbak florent mbak hana appreciate lokasi staretegis pusat kota segi harga imbang dapat sesuai pokok design simple ok datang kesini pokok
1369,169,Andhika M,September 2019,5.0,Great hotel 4 stars in Jakarta city,"Reception yang rapi, cantik-ganteng dan ramah sangat membantu saat proses cek in. Interior lobby yang ekslusif sangat cocok untuk para executive muda untuk mengabadikan beberapa kegiatannya. Kualitas kamar yang sangat baik dengan kelengkapan alat mandi yang dikemas unik. Area swimming pool tidak begitu luas tapi sangat nyaman dengan pemandangan dari atas bisa melihat hiruk-pikuk jakarta kota. Sajian breakfast yang luar biasa lengkap dan sapaan tiap waitress yang ramah. ",Positive,reception rapi cantik ganteng ramah bantu proses cek in interior lobby ekslusif cocok executive muda abadi giat kualitas kamar lengkap alat mandi kemas unik area swimming pool luas nyaman pandang hiruk pikuk jakarta kota saji breakfast lengkap siapa waitress ramah
1370,170,Agus,Desember 2019,5.0,Stay Dan Meeting yang menyenangkan,"Hotel asik buat meeting dan stay engga perlu cari hotel lain, cukup di Harris vertu. Banyak fasilitas yg ok trus di tambah lokasinya dekat kemana-mana. Di bawah hotel ada mall yg bisa di singgahi. Dengan staff yang ramah dari mba florent (guest relation) yang ngejelasin semua fasilitas hotel dan merecommend makanan yang enak-enak di voyage,thank you mba. Soon bakal balik stay lagi.",Positive,hotel asik meeting stay tidak cari hotel lain harris vertu banyak fasilitas yang ok terus lokasi mana di hotel mall yang singgah dengan staff ramah mbak florent guest relation ngejelasin fasilitas hotel merecommend makan enak voyage thank you mbak soon stay lagi
1371,171,Syoffaizal,Desember 2019,5.0,Come Back,"Kembali lagi ke Harris Vertu dan setiap ada perjalanan bisnis selalu memilih untuk stay disini, terasa seperti keluarga dengan staff disini terutama Florent dan Dwiky. Kalo di tanya soal kamar sudah pasti nyaman, lokasi juga strategis dan cukup aman. Semua yang terbaik untuk Hotel ini dan para staff nya",Positive,kembali harris vertu jalan bisnis pilih stay sini keluarga staff florent dwiky kalau kamar nyaman lokasi strategis aman semua baik hotel staff nya
1372,172,Mujtahid I,Desember 2019,5.0,Holiday bareng Keluarga,Liburan keluarga sekaligus dinas daerah Jakarta dan coba untuk stay di kamar Harris Vertu dan ternyata menyenangkan apalagi staffnya pun ramah terlebih mba florent. Sayangnya saat kemarin check in tidak mendapat satu bed karena penuh tapi gapapa. Makanan pun disediakan beragam menu. Masukan dari saya mungkin bisa di buat untuk kids playground nya berhubungsaya bawa anak kecil.,Positive,libur keluarga dinas daerah jakarta coba stay kamar harris vertu senang staffnya ramah mbak florent sayang kemarin check in bed penuh tidak apa-apa makan sedia agam menu masuk kids playground nya berhubungsaya bawa anak kecil
1373,173,awan setiawan,Desember 2019,5.0,business trip,"good hotel and comfortable, recommended karena strategis tempatnya cuma agak macet aja pagi pagi. pilihan menunya banyak bingung mau makan yang mana dulu, design minimalis tidak ada atmosphere horornya sangat nyaman, staf nya ramah dan sopan terimakasih mba bunga yang sangat informatif.",Positive,bagus hotel and comfortable recommended strategis tempat macet saja pagi pagi pilih menu bingung makan dulu design minimal atmosphere horor nyaman staf nya ramah sopan terimakasih mbak bunga informatif
1374,174,Dhonypriyo,Desember 2019,5.0,Meeting bersama rekan,"Pertama kali ke jakarta nginep di harris vertu dibooking oleh kantor, dinnernya wah sekali banyak variasi makanannya kamarnya ok banget masih baru dan bersih. pelayanannya ramah staff friendly dan helpfull makasih mba bunga sudah ngasih info mengenai jakarta dan tempat olahraga di sekitar hotel. Mau rekomendasiin ketemen temen yang lain juga thank you",Positive,pertama kali jakarta menginap harris vertu dibooking kantor dinnernya variasi makan kamar ok banget bersih layan ramah staff friendly helpfull terima kasih mbak bunga memberikan informasi jakarta olahraga hotel mau rekomendasiin ketemen teman thank you
1375,175,Hadid,Desember 2019,5.0,meeting LPP andalas institut,"Saya sangat senang dengan pelayanan di hotel ibis jakarta harmoni saya sangat puas sekali dan makanan nya enak ,lezat dan empuk , saya sangat berterima kasih kepada pelayanan atas nama yogi yg sllu stanby untk acara saya 👍👍👍",Positive,saya senang layan hotel ibis jakarta harmoni puas makan nya enak lezat empuk terima kasih layan nama yogi yang sllu stanby untk acara
1376,176,Muh jamil,Desember 2019,5.0,Comfortable hotel,"Saya dari pekanbaru sudah sering ke jakarta dan beberapa kali menginap disini, this is my favourite hotel. Belum ke jakarta kalau belum ke harris vertu, karena hotelnya nyaman dan karyawan karyawannya ramah. Stay saya kali ini ketemu sama mba bunga orangnya ramah dan helpfull, be back soon ya",Positive,saya pekanbaru jakarta kali inap sini this is my favourite hotel belum jakarta harris vertu hotel nyaman karyawan karyawannya ramah stay kali ketemu mbak bunga orang ramah helpfull be back soon iya
1377,177,Adi telong,Desember 2019,5.0,Good service,"Datang ke jakarta untuk meeting bersama rekan kerja, awalnya lihat lihat dari aplikasi online saya coba booking dan ternyata hotel nya bagus dan masih baru. Lokasinya pun enak dekat kemana mana, terimakasih mba bunga sudah bawain saya teh hangat, will be back soon with my family",Positive,datang jakarta meeting rekan kerja lihat lihat aplikasi online coba booking hotel nya bagus baru lokasi enak mana mana terimakasih mbak bunga bawain kakak perempuan hangat will be back soon with my family
1378,178,Heru SW,Desember 2019,5.0,Breakfast,"Breakfast di square restauran makan nya sangat enak, hotel nya juga sangat bersih dan nyaman, pelayanan nya sangat memuaskan terimakasih untuk mba guna Salsabila, pak ikhsan, Mbak Erna dan mas Nabil....",Positive,breakfast square restauran makan nya enak hotel nya bersih nyaman layan nya muas terimakasih mbak salsabila ikhsan mbak erna mas nabil
1379,179,Ucudewi,Desember 2019,5.0,Meeting sekalian liburan bersama anak,"Stay pertama kali disini untuk meeting di kemendag, sekalian membawa anak kesini. Kamarnya nyaman sekali, design minimalis ac dingin namun wifi nya bermasalah tidak bisa connect dari pas check in, tidak ada welcome drink tp overall sudah baik pelayanannya ok juga terimakasih mba bunga atas keramahannya, terimakasih harris vertu.",Positive,stay kali meeting kemendag bawa anak kesini kamar nyaman sekali design minimal ac dingin wifi nya masalah connect pas check in welcome drink tapi overall layan ok terimakasih mbak bunga ramah terimakasih harris vertu
1380,180,Edwardhamzah,Desember 2019,5.0,Meeting untuk acara,"First time sekali datang kesini rekomendasi dari teman. Setelah saya menginap hotel ini ternyata sangat recommended karena lokasi nya enak kemana mana gampang dekat ke kantor. Fasilitasnya juga ok sesuai dengan harga, pelayanannya ok makasih mba bunga yang ramah pasti bakal balik lagi.",Positive,first time kesini rekomendasi teman telah inap hotel recommended lokasi nya enak mana gampang kantor fasilitas ok sesuai harga layan ok terima kasih mbak bunga ramah lagi
1381,181,Bambang herman,Desember 2019,5.0,Makanan banyak variasi good hotel,"Dapat rekomendasi menginap disini dari teman, ternyata hotelnya bagus value for money. Makanan yang disajikan beraneka ragam dan enak design kamar hotel juga minimalis dan membuat saya nyaman untuk tidur dikamar. Terimakasih mba bunga dan harris vertu saya pasti akan datang lagi.",Positive,dapat rekomendasi inap teman hotel bagus value for money makan saji aneka ragam enak design kamar hotel minimal nyaman tidur kamar terimakasih mbak bunga harris vertu lagi
1382,182,Ibanes,November 2019,5.0,Good hotel in central Jakarta,"Salah satu hotel terbaik di jakarta pusat, dengan lokasi yang strategis di pusat jakarta 15 menit ke Monumen nasional kerennnn!!!!  Wisatanya juga deket mau ke kota tua dan ancol beach city. Kamarnya bagus dan nyaman untuk sarapan juga bervariasi dan enak-enak.",Positive,salah hotel baik jakarta pusat lokasi strategis pusat jakarta 15 menit monumen nasional kerennnn wisata dekat kota tua ancol beach city kamar bagus nyaman sarap variasi enak
1383,183,Wiwit,Desember 2019,5.0,Harris hotel,"Hotelnya nyaman dekat mau kemana-mana, lokasi strategis kamarnya juga bagus and viewnya juga amazing. Di bantu dengan mba florent yang ramah saat stay. Kolamnya yang letaknya di atas di manjain dengan view yang keren pkk recommended deh will be back soon.",Positive,hotel nyaman mana lokasi strategis kamar bagus and viewnya amazing di bantu mbak florent ramah stay kolam letak manjain view keren pkk recommended deh will be back soon
1384,184,Lestari,November 2019,5.0,Harris vertu,"Nemenin kaka yang meeting sekaligus staycation semalam,seneng bisa stay di harris vertu dengan kamar yang oke dan di suguhi pemandangan monas dari kamar 1708, stafnya juga sangat ramah-ramah terutama ka florent dan ka amel. Makanan di voyage juga sangat banyak pilihannya dan suprise karna ada gelato juga susu coklat dingin yang di sediakan.WOW ! Tentunya bakal dateng lagi ke Harris Vertu",Positive,nemenin kakak meeting staycation malam neng stay harris vertu kamar oke suguh pandang monas kamar 1708 staf ramah kakak florent kakak amel makan voyage pilih suprise karena gelato susu coklat dingin sedia wow tentu datang harris vertu
1385,185,Dewi,November 2019,5.0,"Good view, Good Room",Harris vertu hotel terbaik di jakarta dengan pelayanan yang baik staff yang ramah. Kamar yang bagus dan nyaman bikin tdr pulas dan mimpi indah. Sarapan yg variatif dan enak-enak bikin ngga mau beranjak dari restorannya. Surely will be back and recommend this hotel.,Positive,harris vertu hotel baik jakarta layan staff ramah kamar bagus nyaman bikin tdr pulas mimpi indah sarap yang variatif enak bikin tidak anjak restoran surely will be back and recommend this hotel
1386,186,Bara yanuar,November 2019,5.0,Good hotel,Hotel baru yang punya Ruang meeting yg bagus dan nyaman dengan lokasi yg strategis dan makanan yang enak yg di serve di voyage dengan pelayanan yg ramah dr semua staff vertu. Semuanya berjalan dengan lancar dan baik terima kasih harris vertu,Positive,hotel ruang meeting yang bagus nyaman lokasi yang strategis makan enak yang serve voyage layan yang ramah dari staff vertu semua jalan lancar terima kasih harris vertu
1387,187,Zaimah,Desember 2019,5.0,Happy at vertu,"kalo meeting pasti lebih sering di Harris Vertu walaupun terkadang suka stay di hotel lain juga, yang buat beda itu keramahan dari setiap staffnya dari yang standby di lobby bawah sampe ke lobby utb utamanya, compliment untuk mba Florent yang sangat hospitable. Untuk design hotel juga sangat simple dan uniq di bagian restaurant karna terdapat sangkar besar untuk spot duduk, staff restaurant pun sangat ramah-ramah sekali, khususnya mba Yeni. Untuk fasilitas hotel lainnya Mall juga tersedia di bawah gedung hotel walaupun tidak besar, terdapat berbagai tenan batik juga restaurant kalo memang bosan makan makanan hotel, apotik dan minimart juga tersedia di dalam mall tersebut. Overall baik-baik dan oke saja selama saya menginap disini",Positive,kalau meeting harris vertu terkadang suka stay hotel juga beda ramah staffnya standby lobby sampai lobby utb utama compliment mbak florent hospitable untuk design hotel simple uniq restaurant karena sangkar spot duduk staff restaurant ramah sekali mbak yen untuk fasilitas hotel mall sedia gedung hotel besar tenan batik restaurant kalau bosan makan makan hotel apotik minimart sedia mall sebut overall baik oke inap
1388,188,Suryati,Desember 2019,5.0,Meeting sambil liburan keluarga,"Jaringan wifi di kamar kurang stabil, tapi fasilitas lain di dalam kamar seperti ac air panas berfungsi dengan baik. Pelayanan karyawan hotel ramah ramah sekali terutama mba bunga, makanannya banyak dan enak enak sekali. Terimakasih harris vertu",Positive,jaring wifi kamar stabil fasilitas kamar ac air panas fungsi baik layan karyawan hotel ramah ramah mbak bunga makan enak enak sekali terimakasih harris vertu
