,Customer_name,Date,Rating,Review_Title,Review,Sentimens
171,Adhiyatma,Mei 2015,2.0,akhir pekan,"Kami pergi ke puncak bersama keluarga akhir pekan ini. Dalam perjalanan kembali dari taman safari, kami berhenti oleh dan memutuskan untuk tinggal selama satu malam. Hotel baru, kamar dan kolam renang kecil, sarapan cukup standar, tidak banyak kegiatan untuk anak-anak. Kami mencintai pemandangan dari lobi. ",Negative
172,Shirley,Okt 2021,3.0,food & beverage harus dibenahi,"Di karena kan ada sisa kamar yg dijadikan voucher pada acara keluarga sblm PPKM, kali ini saya menginap dgn suami utk kedua kalinya. Kebetulan saya dibantu dgn pak Lingga salah satu Duty Manager Pesona Alam dari pengurusan voucher hingga book utk tgl kedatangan saya. Pak Lingga ramah dan fast response dalam menghadapi tamu… Adapun yg mau saya complain tentang taste Makanan dan Kopi yg rasanya sangat tidak bagus. Utk hotel The Botanica yg dibuat lebih bagus dgn harga yg lebih mahal harus sudah dipikirkan dari skrg sblm Beroperasi utk Publik, jangan sampai rasanya seperti ini. Harapan saya Kopi hanya memakai Arabica jgn dicampur Robusta, percuma mesin nya La Marzocco jika biji kopinya tidak enak dan pembuat nya asal aja… Menurut sy Hotel jika sudah Bagus, Bersih dan Pelayanan Baik. Sektor Food & Beverage nya pegang peranan penting. Terima kasih dan Sukses selalu utk Pesona Alam group..",Negative
173,journey48901,Sep 2021,3.0,tidak profesional,"Saya booking villa 3 kamar dan 2 kamar sejak H-2. Saya mau booking via Whatsapp tapi dijawab tidak bisa. Akhirnya saya booking lewat website. Minta whole cake untuk bday tidak bisa karena minimal H-3. Minta dekor kamar juga tidak bisa karena minimal H-4. Saya sampai resort jam setengah 4. Villa 3 kamarnya belum siap. Saya menunggu di villa 2 kamar. Apa jadinya jika saya tidak booking 2 villa ? Dan yang menyebalkannya lagi, villa 3 kamar baru siap di jam 5 sore padahal jelas2 check in seharusnya sudah bisa dari jam 3 sore. Terus di meja resepsionis saya minta lagi cake untuk ulang tahun, katanya bisa tapi yang 1 slice saja. Saya diminta menuliskan nama yang berulang tahun, kuenya mau diantar ke villa yang mana dan jam berapa. Sampai saya check out itu kue tidak diantar juga.…",Negative
174,Edward P,Des 2020,3.0,edward review,"banyak suara bising terdengar dari kamar. CS untuk reservasi kurang komunikatif Tidak bisa book resto untuk family dinner, Trolli bag, lama di kirim service Operator kurang initiative memberikan layanan",Negative
175,camellia n,Agu 2020,3.0,check in,"Agak kecewa dengan prosedur check in yg sangat lama. Pihak hotel tampak kewalahan dgn banyaknya tamu sehingga bnyk yg waktu check in terlambat lebih dr satu jam dr waktu seharusnya. Tapi saya ttp mengapresiasi itikad baik berupa pemberian buah tp proses check in mohon diperbaiki. Karena saya pun saat menginap bs check out satu jam lebih awal.",Negative
176,dwiratnasariratna,Agu 2020,3.0,1hari di pesona alam,"kamar deluxe lt. 3 328 tdk dpt pemandangan pdhl uda rela bayar mahal. Fasilitas kolam renang kecil. Kolam hangatnya oke. Alam sekitarnya oke. Fnb varian dan porsinya sedikit..... Taste rasa jg kurang..",Negative
177,Poppypuspa,Jul 2020,3.0,penurunan kualitas,"Awal 2019 saya menginap disini, fasilitas sangat oke, pelayanan ramah & hotelpun bersih. Namun makin kesini kualitas makin menurun, saat tamu ramai tidak dapat dihandle. Ac dikamar berisik, lantai berdebu & wc bau. Yg paling membuat kecewa adalah pd saat breakfast ada ulat kecil di dalam sayur. Apakah tidak dicuci dahulu sebelum dimasak? Tolong ditingkatkan lg kualitas hotel dgn harga yg saya bayar 1,6 jt permalam",Negative
178,dianwputri57,Jun 2020,3.0,pelayanan perlu ditingkatkan,"tidak ada penawaran atau arahan penjemputan, bila ada tamu yang tidak membawa kendaraan, dan kurang recommended untuk pemandangan nya, saya pesan kamar dengan harga di atas 1 Jt, AC tidak dingin, sebelum tamu checkin, seharusnya dicek terlebih dahulu, terimakasih",Negative
179,sekar arum sari,Mei 2019,3.0,semoga makin baik lagi,"Okeh kita mulai yuk review nya 1. Lokasi Pesona alam resort and spa ini lokasi nya strategis banget buat kalian yg mau berkunjung ke Taman Safari Indonesia, karena jarak nya mungkin hanya 500m dr pintu masuk taman Safari.. Dan bonus nya yaitu kita bisa dapet potongan disc 10% untuk HTM ke TSI yang berlaku buat 4 orang 2. Fasilitas Fasilitas nya bisa dibilang lengkap, cm sayang nya untuk harga rate kamar 700an (excld breakfast) - 1jutaan (incld breakfast) masih ada beberapa fasilitas berbayar nya. - feeding animal (htm 25K, food 10K) - ATV (100K) - memanah - flying fox - berkuda (90K) - spa - pool (good news nya untuk pool anak air nya hangat loh) - kids club - playground - bersepeda - mini golf - mini lapangan bola 3. Service Hmmm.. Yg ini agak mengecewakan sih,, mungkin karena weekdays staff yg available hanya sedikit, kami tiba sekitar pukul 17.30, staff di lobby hanya ada 3 (2 receptionist, 1 staff front lobby).Untuk proses check in cepat, dan staff nya sangat help full, kami diminta untuk deposit sebesar 400K.Proses check in selesai, saat kami mau menuju ke kamar, saya mencari staff untuk mendorong trolli barang kami, tetapi tidak ada orang, hingga saya bilang akan mendorong sendiri troli nya ke kamar, barulah ada staff yg membantu, itu pun bagian receptionist nya.Hal ini terjadi juga ketika saya berjalan pagi ke bagian pool, ada kodok yg sedang berenang di kolam anak, sulit nya mencari staff untuk mengambil kodok tersebut dr kolam, yg ada hanya beberapa staff restoran saja.Staff nya kurang sigap untuk melihat kondisi hotel yg kurang bersih, masih ada beberapa botol beer bekas tamu dibagian spot foto lobby, puntung rokok yg berserakan, plastik di kolam spot foto lobby, piring bekas sisa makanan tamu juga lama untuk di bersihkan, sehingga membuat bau yg tidak sedap di bagian resto yg ada playground anak nya4. KamarKamar nya luas, sebenarnya bisa muat untuk extra bed, namun sayang nya pihak hotel tidak menyediakan extra bed, dengan alasan sudah ada sofa di setiap room dan ada balkon nya, luass looh.Fasilitas room nya sendiri lengkap banget :* mini bar* hair dryer* iron + iron table* shower (sayang nya bukan rain drop)Tp perlu di ingat, karena tidak ada bel pada pintu kamar, jd sebaiknya yg mau keluar kamar bawa 1 kartu untuk akses masuk kamar.5. RestoMakanan nya enaaaak, variasi nya banyak, Arab, asia, Western.. Ada mie lamiiiien, ada jamuuu aduh enak deh pokok nya, super duper kenyang.. Untuk additional breakfast nya kena di harga 150KSemoga Pesona Alam Resort and Spa bisa memberikan service yg lebih baik lagi kedepan nya, perhatian yg lebih untuk beberapa part kebersihan dan handuk di pool (yg sebagian besar robek2 ujungnya) 😁Semoga review ini bisa memberi manfaat dan masukan, jadi pas kalian menginap disana, service nya sdh jauh lebih okeh dr yg sekarang 😊",Negative
180,Voyager518266,Nov 2018,3.0,harga telalu mahal,"Harga terlalu mahal untuk kualitas yang standart. Lokasi menarik, view nya amazing, tapi hotel nya standart.Kebersihan hotel standar, kamar juga standart, tapi harganya sangat mahal, menyerupai hotel bintang 5.",Negative
181,ikakartikasari,Mei 2018,3.0,room,"Terdapat genangan air sidepan closet kamar 551. Khawatir tamu akan terpleset dan tampak tidak bersih jadinya. Selama menginap, terlihat banyak tamu yang membawa keluarganya terutama anak2x dan beragama muslim. Sebaiknya minuman beralkohol dihilangkan dari mini bar yang terdapat dikamar atau bisa by request utk mengakomodir tamu yang non muslim. Berharap disedikan sajadah/alas utk sholat agar tamu bisa sholat dikamar. Semoga input dari saya bisa bermanfaat dan diaplikasikan di hotel pesona alam. Terima kasih ",Negative
182,Gadis K,Mei 2018,3.0,stay in pesona alam,"Lokasi Startegis, Pelayanan Ramah, Makan kurang banyak variasi dan rasanya Standart. Kolam renang nya kecil. Dari segi kasur kurang lebar, serta bagian bawah kasur adalah papan dan rada bahaya untuk anak2, hutan pinusnya rame krn lagi ada acara. Dan saya rasa dengan harga permalam diatas 1juta masih kurang worth it. Namun yg saya salut adalah pelayanan yang RAMAH",Negative
183,hildagandhy,Apr 2018,3.0,review,"Wifi nya buruk, lemot bgt utk ukuran hotel bintang 5 Cable tv jg ngga bagus sering error, 3malem nginep 3x lapor utk tv yg error Ac nya ngga dingin juga. Ampun deh Makanan standart ngga ada yg special Air panas di room jg aneh, setting hangat, tp pas mandi bisa tiba2 panas, trs hangat lg trs nanti tb2 panas lg. Kasian sekali anak saya mandi kepanasan brp x Kulkas mini bar juga ngga dingin! Indoor playground mainannya sedikit dan agak kotor. Tolong diperhatikan krn utk anak2 harusnya lbh bersih.",Negative
184,Riska A,Feb 2018,3.0,over price,"Ini kunjungan pertama saya dan keluarga. Setelah sebelumnya sempat stalking bbrp bln yg lalu,tp mengingat ratenya yg lumayan (sejuta++) kami merasa perlu cr refrensi lebih lagi,takut zonk. Kebetulan dpt rejeki rate promo cuma 300rb meskipun kawasan puncak lg hujan dan dilanda longsor tp jalur ke hotel alhamdulilah aman. Kl bicara review hotel dg harga normal,jelas over price. Kamar sempit,kamar mandinya sempit, design kamar standard Harris group,tdk ada kesan mewah. Kolam renang kecil. Dan saat kmrn kolam hangatnya lg rusak.jd airnya tdk hangat cuma ga dingin aja. Anak saya senang main dikolamnya,hanya kolamnya standard bgt dan kecil.itu hari biasa,gmn kl weekend,pasti ky cendol. Playgroundnya standard,ada lapangan mininya. Kl utk orang yg suka cari spot utk foto2,hotel ini…",Negative
185,santiC15,Des 2017,3.0,ok lah,"Sebetulnya agak sedikit kecewa karena pada waktu check in sampai dengan dapat kamar butuh waktu 1 jam 15 menit, padahal sudah jam 2.25 pm yang mana seharusnya sudah bisa check in. Alasannya sedang kekurangan orang, sayang aja sih hotel bagus mahal tapi masalah check in aja begitu. Untuk para staffnya sih ramah, kamarnya lumayan enak, makanannya juga enak-enak.",Negative
186,herllesd,Okt 2017,3.0,liburan dipuncak,"Untuk harga 1jutaan Kamar hotel terlalu kecil,,standart bngt untuk hotel bintang 4,kolam renang kecil bngt,akses keparkiran juga jauh dan repot,permain dan hiburan dihotel masih kurang,kolam air panas juga kurang bersih dan terlalu panas karna untuk anak kecil",Negative
187,ekacsmg,Sep 2017,3.0,lebih dekat dengan alam,"lokasi hotel ini ada di sekitar taman safari. sekitar area hotel dikelilingi dengan hutan pinus. kita bisa berjalan2 pagi menikmati udara segar di area hotel. kolam renang di area hotel tidak besar, namun ada kolam rendam (kiddy pool) yang airnya hangat. kamar deluxe cukup luas untuk kami sekeluarga 2 dewasa dan 2 anak. ada 1 sofa di dalam kamar. showernya belum yang rainshower. masih dengan gagang dan yang bentuknya memanjang jadi kalau saya pribadi kurang suka dengan desain ini karena keluarnya air jadi tidak nyaman untuk mandi. air panas cukup dan kami tidak pernah kehabisan. yang cukup mengecewakan bagi kami adalah soal makanan di restoran. saat sarapan, tamu masing2 mencari sendiri tempat duduk sehingga kesannya seperti makan di food court menunggu2 meja yang selesai…",Negative
188,adeaan,Apr 2017,3.0,interior bagus,"Menginap di Villa bersama keluarga. Awalnya kami book untuk 2 kamar, tapi ternyata 2 kamar itu sangat kecil bed nya, hanya bisa 3 orang dewasa saja, tidak ada extra bed. Jadi kami pindah ke Villa 3 kamar yang lumayan luas, tapi sangat mahal menurut kami, karena fasilitas yang ada di sekitar villa hanya kolam renang dan playground yang sangat terbatas. Tidak ada kegiatan untuk anak, yang bisa kita nikmati adalah pemandangan. Sehari sebelum di Pesona Alam, kami menginap di Royal Safari Garden, justru disitu lebih banyak kegiatan untuk anak dan keluarga dan anak2 lebih senang berada disana. Mungkin kami akan datang lagi kalau fasilitas kegiatan untuk anak2 sudah ada.",Negative
189,Dian D,Feb 2017,3.0,kurang nyaman,"Makanan saat breakfast banyak yang dingin Kolam renang air dingin, jadi anak balita tidak bisa berenang. Handuk di kamar ada bekas noda. Tidak menyediakan ekstrabed, untung keluarga dengan anak balita cukup sempit ranjangnya. ",Negative
190,hennysweet,Feb 2017,3.0,ok,"Room sdh perlu di maintenance, khususnya kulkas yg bernama cool bar, sama sekali tdk dingin, sofa sdh perlu diganti kulitnya. jika perlu ruangan di renov ulang. tmpt maenan anak perlu diperbaiki, bahaya. pool disarankan air panas.",Negative
191,Arif D,Jul 2016,3.0,kualitas makanan menurun,"tgl 23 juli kami memesan tiga buah kamar dan mengajak rekan2 utk menginap karena kami mempromosikan pada mereka bahwa hotel ini luar biasa, pemandangan dan rasa makanannya. Memang mereka terpesona dgn pemandangan, namun kenapa kwalitas dan variasi makanan sangat menurun. Breakfast pada tgl 23 kami mendapatkan dimsum yg berbau dan tak layak makan, hal ini kami komplain ke restoran manager, namun esoknya kami masih mendapatkan dimsum berbau itu masih dihidangkan. Kami heran apakah komplain kami dianggap angin lalu saja, padahal hari itu terlihat owner hotel sedang melakukan kunjungan. Apalagi istri saya juga mendapatkan beberapa gelas berbau amis. Sayang sungguh sayang, hotel sebagus dan seindah itu tak dikelola secara profesional. Mohon tingkatkan kembali kwalitas makanan seperti dahulu, juga kebersihan hotel, terlihat sekali manajemen hotel hanya bersih bersih di saat pemilik hotel berada di situ, hal itu terlihat ketika remah remah kue yg berserak di bawah meja tak dibersihkan hingga kami pergi",Negative
192,Mariaeveline,Apr 2016,3.0,complain,"Merasa tidak nyaman saat istrahat di malam hari dan puncaknya pukul 3 subuh, saya terbangun karena ada suara berisik (ketok ga jelas, suara anak kecil, bunyi kursi digeser). Pukul 3.30 subuh saya lapor ke bag. operator terkait dg hal ini. Pihak hotel datang atas nama Tian, dan mengakui kebenaran hal tersebut. Keadaan mulai membaik, namun tetap saja berisik sampai pukul 6 pagi. Sehingga saya tidak bisa tidur dengan nyenyak dan mengakibatkan kepala saya sakit karena kurang tidur. Saran tmbahan: Kursi dipakai karet, supaya tidak berisik & menganggu knyaman orang lain untuk beristirahat",Negative
193,lianino88,Feb 2016,3.0,Pelayanan kurang,"Mohon pelayanan ditingkatkan meskipun pemesanan hanya melalui agoda atau yang lain. Baru kali ini saya menginap di hotel dan disuruh mencari kamar sendiri serta membawa barang2 saya sendiri. Padahal saya membawa anak anak yg masih kecil kecil",Negative
194,Linaningsih,Jan 2016,3.0,tidak sesuai harga,"Tempat nya bagus, tetapi fasilitas sangat kurang sepertii telp susah yang lebih parah air panas tidak support dan pelayanan nya sangat lama tidak sebanding dengan harga!! kamar terlalu kecil dan tempat tidur kurang nyaman",Negative
195,229irwandii,Des 2015,3.0,pengalaman buruk,"Ini kunjungan saya k-2 ke hotel ini, krn sangat puas dgn kunjungan pertama.Di moment ulangtahun&anniversary saya mengajak istri kembali ke Pesona Alam. Namun yg saya dptkan pengalaman yg jauh dr puas dari segi kamar dan dan pelayanan pada saat cek-in. Awalnya saya dijanjikan mendapatkan kamar yg lbh baik dihari ke-2 saya menginap, namun sampai sore saya tunggu tidak ada konfirmasi apapun dari pihak hotel. ",Negative
196,Yessy N,Des 2015,3.0,restauran mengecewakan,"Sekitar 2 minggu yll saya sekeluarga menginap di pesona alam setibanya disana pemandangannya sangat sejuk dan semua fasilitas tertata bersih dan baik dikarenakan hotel baru beroperasi belum setahun.Dengan staff check in dan house keeping yang ramah.Tapi disaat kami Dinner dan memesan makanan direstaurant sangat mengecewakan makanan yang datang sangat lama tapi setelah datang rasa nya tidak sesuai dengan bintang hotel pesona alam.Sup buntut yang kami pesan sekitar 45 menit datang dengan daging yang masih keras dan menu yang lain kami pesan seperti makanan hotel bintang 2 saja dan ternyata juga harganya tidak murah loh....dengan kwalitas dan rasa makanan yang disajikan.Mohon pihak manajemen untuk lebih memperhatikan koki didapur agar setara dengan bintang 4.Agar tamu yang menginap akan mendapatkan full service Thx",Negative
197,songyihan1501,Nov 2015,3.0,good enough,"Secara keseluruhan baik, kamar baik, view juga ok.. variety of breakfast cukup beragam.. taste juga okay..tapi pelayanan check-in dan check-out kurang profesional, padahal keadaan pada saat itu gak hectic juga.. pada saat check in, petugas cukup ramah, sayangnya tidak menawarkan bantuan bell boy untuk menunjukan arah kamar, petugas hanya memberi tahu kamar ibu dilantai 3, tapi tidak menunjukan arahnya harus jalan kemana, sedikit kebingungan karena letak kamar deluxe corner jauh di ujung koridor. pada saat check-out saya di handle oleh petugas perempuan yang sudah handle tamu arab yg sedikit bermasalah dengan DND sign, petugas kurang ramah dan tdk mempersilahkan kami untuk menunggu, setelah menanyakan nomor kamar, petugas tidak berkata apa-apa dan hanya sibuk menanyakan",Negative
198,Richard Soesilo,Okt 2015,3.0,aliran listrik,"Gangguan 2x selama saya menginap yaitu terputusnya aliran listrik ke kamar saya, dikarenakan settingan smart key yg tidak terprogram. Dan pd saat komplen itu lama sekali dtgnya petugas ke kamar... Thx",Negative
199,agnes d,Okt 2015,3.0,serveicenya ditingkatkan,"Untuk cek in sepertinya tidak ada koordinasi yg baik karena saat saya booking by tlp sudah ok. Tapi saat dtg saya msh harus reserv ulang lg .belum lagi kamar blm siap dan saat saya kembali sekitar 3jam kemudian saya hrs mnunggu lama skali krn sepertinya tdk ad note bhw saya blm dpt kunci .",Negative
200,Martin W,Feb 2017,3.0,sangat suka,"Tinggal di hotel untuk 2 malam pada pertemuan bisnis dan telah terkesan dengan tempat di perjalanan pertama saya. Hotel dan Villa dikelilingi oleh pohon-pohon dan rapi, pada dasarnya semuanya cukup hijau alami. Meskipun hujan selama 3 hari selama kunjungan kami tapi, suhu dan udara yang sangat segar di sekitar 16 tangga - 18 derajat Celcius derajat di siang hari. Kamar hotel cukup baik dengan balkon yang menghadap ke gunung tapi, kecewa dengan noda di sofa dan kursi (menjijikkan sebenarnya). Dalam pikiran saya, hotel ini masih cukup baru dan, jika saya tidak salah, mereka hanya merayakan ulang tahun 2 nd mereka. Hal lain yang akan kondisi lantai di lobi dan beberapa daerah terbuka di mana/keramik granit ini menjadi sangat licin selama hujan berangin. Setiap orang dari usia ini menjadi sangat berhati-hati",Negative
1,Ghani,Juni 2022,5.0,liburan,"makanan enak dan kamarnya bersih fasilitas lengkap. untuk service housekipping nya cepet, bersih dan rapih. terimakasih buat mas rama untuk pelayanan housekipping nya . hotel ini sangat rekomendasi untuk menginap",Positive
2,dewi dita H,Juni 2022,5.0,Staycation with family,"Good hotel, untuk fasilitas juga lengkap, kamarnya nyaman, untuk variasi makanan juga banyak. Untukomasi bagus dekat dengan rekreaksi. Best hotel in Bandung. Layanan dan staff juga ramah. Next akan berkunjung kembali. Ketika bereakfast bertemu mba Vanessa, terimakasih  sudah menyambut kami.",Positive
3,ica P,Juni 2022,5.0,Liburan Menyenangkan,"Liburan bersama keluarga di Grand Mercure Bandung Setiabudi sangat menyenangkan, pelayanan ramah, proses check in cepat, check out praktis tinggal masukan ke kotak fast check out. Yang paling luar biasa di hotel ini kolam renangnya luas, bersih, dan airnya hangat, jadi walau daerah lembang yg dingin masih nyaman berenangnya.",Positive
4,EviSustina,Juni 2022,5.0,Staycation,Saya kembali lagi menginap disini setelah hampir satu tahun tidak menginap dihotel.. saya dan keluarga senang menginap disini karena selain kolam nya hangat pelayanan nya juga sangat baik. kamar dibantu di arrange oleh Mba Wulan dan staff disini semua nya helpful dan sangat ramah. fasilitas untuk anak juga sudah mulai dibuka jadi anak2 saya semakin nyaman untuk stay disini. sangat recommend untuk keluarga yang senang staycation.,Positive
5,Denise,Juni 2022,5.0,Ikut Acara Kantor Kemenhub,"Hotel yang nyaman, pelayanan ramah, makanan enak, kolamnya luar biasa dan hangat. Selama tiga hari menginap di hotel Grand Mercure Bandung Setiabudi service-nya luar biasa. Mungkin next time bersama keluarga menginap kembali.",Positive
6,Steven H,Mei 2022,5.0,Ulang tahun yg istimewa,"Maaf atas keterlambatan review, menginap disini bersama keluarga. Kami sendiri orang Bandung tapi kamu suka sekali merayakan birthday disini. Kami merasa istimewa. Kamar kami dihias begitu cantik dengan bunga mawar. Dan ada kue yg begitu enak. Kami sangat berterimakasih pada DIANI dan TEAM yg sudah mengantar kami dan semua barang kami ke kamar. Kalian sangat professional dan friendly. Bekerja dengan setulus hati. Kami sangat apresiasi kalian. Sekali lagi terimakasih. All the best grand mercure setiabudi",Positive
7,VSB,Mei 2022,5.0,Anniversary yg menyenangkan di grand mercure bandung,"menginap di grand mercure bandung pertama kali dgn tipe lagoon room sgt berkesan dan membuat ingin kembali lagi. Pelayanan dari staffnya sgt OK, smuanya cekatan, ramah, sopan dan helpfuly. Kamarnya bersih apalagi didepan pool lgs jd bs berenang wlo malam sekalipun dan airnyapun jg air hangat. Di kamar jg dpt hadiah cake anniversary dari hotel dan kamar didekor indah serta dpt free afternoon tea. Utk breakfast mgkn perlu agak diperbanyak variasinya dan segera direfill ulang bila sdh hbs. Selebihnya ok bgt. Trimakasi grand mercure setiabudi bandung utk pengalaman ini",Positive
8,Aaron G,Mei 2022,5.0,Nice hotel and good location,"Lokasi hotel bagus, lingkungan dan fasilitas pendukung sangat baik, dan sangat dekat dengan lembang; diani di front desk cantik dan sangat antusias. membantu merekomendasikan restoran dan mendapatkan kamar di lantai atas.",Positive
9,Its D,Maret 2022,5.0,Staycation,"Untuk makanan dan semuanya oke hanya saja view dan parkir agak sempit tp overal okke kok,next tlg diperbaiki untuk penambahan makanannya yaaa, kamar luas sekali staff ramah mantappppppp tdk diragukan lagi grand mercureee hehehhehee setiap stay ",Positive
10,Latifah P,April 2022,5.0,"Hotel nyaman, Bersih, Breakfast enak, Kolam air hangat keren","pengalaman yang sangat menyenangkan berlibur di grand mercure bandung setiabudi. Kolamnya luar biasa, dari mulai check in, dilayani resepsionis yg ramah. Kamar yang bersih dan pemandangan menghadap ke kolamnya keren.",Positive
11,Robi,April 2022,5.0,Hotel grand mercure bandung,"Sangat menyenangkan nginep di grand mercure bandung setiabudi , pelayanan nya sangat bagus petugas nya sangat ramah, mantap lah pokonya.. Terima kasih sudah mendekorasi kamar di hari annibersary saya..",Positive
12,Vera,April 2022,5.0,Menyenangkan,"Kebersihan nya sangat bersih pelayanan nyaa memuaskan terutama dibantu oleh mas hemal housekeeping, untuk fasilitas nyaa bagus kolam renang nya hangat sangat nyaman menginap dihotel ini kalau ada waktu lagi saya kembali kehotel ini",Positive
13,Dipta Dey,April 2022,5.0,Liburan keluarga,"Liburan yg menyenangkan bersama keluarga dan menginap di Grand Mercure. Hotel yg letaknya cukup strategis  memiliki tempat parkir yg luas dan gratis. Kamar bersih dan nyaman, pelayanan semua stafnya sangat ramah, wify lancar, fasilitas oke terutama kolam renang air hangatnya. Dan tdk ketinggalan makanannya enak semua.",Positive
14,laura d,April 2022,5.0,Liburan keluarga di Hotel Grand Mercure.,"Hotelnya cozy, nyaman, wifi lancar, tersedia fasilitas kolam renang untuk anak- anak, kegiatan kreatif anak- anak, cocok untuk liburan keluarga, makanannya enak, pelayanannya juga ramah dan bagus. Minta sesuatu cepat direspon.",Positive
15,Alexandra A,April 2022,5.0,Super Happy Staycation!,Love bgt stau di Mercure Setiabudi. Seluruh team ramah bgt. Kamar bersih & wangi. Surprise bday cake juga wkt kita check in. Super love!! Thank you Mercure dan Mbak Tya di Front Office sdh arrange kmr,Positive
16,Kumbu S,Maret 2022,5.0,Liburan di Bandung,"makanannya variatif, gymnya udh bisa digunakan, apalagi untuk yg bawa keluarga, kolam renangnya bikin betah anak2 dan petugas cleaningnya yg dikamar yaitu mas hemal luzio sama mba cindy cekatan dan responsif.. Sayang, karena mendadak untuk dapat extra bed sulit sekali..😥😥",Positive
17,Nomad781396,Maret 2022,5.0,The amazing staff,"Ini adalah hotel terbaik di bandung yg pernah saya rasakan. Terimakasih untuk team grand mercure bandung yg sudah membantu saya merayakan babymoon bersama istri. Special thanks untuk mbak diani, for the personal service to arrange and set up my room for my babymoon. Mulai dari cake nya yg sangat enak sampai ada foto saya dan istri di kamar. You guys amazing. Kalian bisa share occasion apapun untuk stay di hotel ini. ",Positive
18,E' S,Maret 2022,5.0,Grand mercure setiabudi,"Reccomended hotel untuk liburan sama keluarga, pelayanan oke banget, tim disana pun friendly sekali, fasilitas oke banget dengan kolam renang air hangat,kamar yg bersih dan oke banget.  Nga sabar untuk balik lagi kesana buat liburan lagi",Positive
19,RApril,Maret 2022,5.0,Tidak Cukup Menginap 1 Malam di Grand Mercure Bandung Setiabudi,Pengalaman pertama menginap di Grand Mercure Bandung Setiabudi. Dari awal masuk area drop off sudah terkesan dgn keramahan staff2 nya sampai hari terakhir check out semua nya menyenangkan. Pelayanan check in sangat cepat & jelas dibantu Mbak Diani yg friendly. Fasilitas hotel mengesankan terutama kolam renang air hangatnya. Semoga bisa kembali  menginap di Grand Mercure Bandung Setiabudi bersama keluarga.,Positive
20,Bryan,Maret 2022,5.0,Sangat Memanjakan,"Seperti rumah sendiri. Pdhl rumah saya ga sebagus ini :v Kamar dan fasilitasnya bersih, staf dan karyawannya ramah, makanannya sesuai selera saya. Pokoknya sangat memanjakan.. Next time sabondoroyot bedol desa saya bawa ke sini (kalau ada rejekinya) Thx Grand Mercure",Positive
21,Salsa,Februari 2022,5.0,Stay cation grand mercure bandung,"Lokasi strategis, fasilitas dan kebersihan bagus. Pelayanan petugas reception sangat baik, terimakasih mba diani. Kamar luas dan semua berkaca, jadi terlihat mewah. Sangat suka bisa menikmati pemandangan kota. Kolam renangnya juga luas.",Positive
22,Dwi27_,Februari 2022,5.0,Best bgt tempatnya,"Pelayanan yang baik dan sopan yang diberikan ka Diani dan ka Caroline. Saya sangat suka stay disini. Tempatnya luas, kolam renangnya hangat dan tentunya makanannya enak bgt! Nanti pasti kesini lagi.....",Positive
23,Ratna,Maret 2022,5.0,tempat rekomendasi buat stay,nyaman banget tempatnya bersih staff nya baik baik banget ramah pulaaa.. fasilitasnya juga lengkap.. kolam nya juga bagus dan luas.. pokonya bakal puas deh kalo stay disini.. makanannya juga enak.. next bakal ajak keluarga stay disini..,Positive
24,Andi Ahmad N,Maret 2022,5.0,Kebersihan dan pelayanan,Untuk Hemal luzio (housekeeping) Pelayanan bagus dan baik dan ramah Harus dipertahankan. Makanan enak Tempat nyaman dan sangat indah Semoga rencana kesini lagi buat liburan dan honeymoon bisa tercapai,Positive
25,yuliani m,Februari 2022,5.0,Grand mercure 24-26,"Ngadain acara kantor lumayan banyak pesertanya disini alhamdulillah lancar berkat bantuan pihak hotel yg helpful, thanks to mas @rizki yg udah mau dicerewetin ini itu sm kita2 ya. Kamar dan lainnya enak, betah pokonya mah disini. sampe ketemu di event berikutnya, grand mercure setiabudi bandung kerennnn",Positive
26,Lina M,Januari 2022,5.0,Liburan di hotel Grand Mercure Bandung,Sangat berkesan sekali menginap digrand Mercure Bandung..anak anak sangat suka dengan fasilitasnya..sangatlah lengkap..begitu juga dengan fasilitas kamarnya sangatlah nyaman didalam kamar kami sudah disediakan buah..untuk kolom renangnya sangat luas...sehingga anak anak cukup puas berenang..untuk pelayananya sangat Ramah ..dan recepsionisnya juga baik baik..sangat puas kami menginap digrand Mercure Bandung 2 hari ..sangat berkesan bagi keluarga kami..terima kasih,Positive
27,Helmy Hakim,Februari 2022,5.0,Wedding Anniversary and Holiday,"Very Great n Wonderful Hotel... Stay untuk 3 hari 2 malam yg sangat memuaskan, all staff ramah n very nice hospitality,team reservation yg baik Pak Iklam, pada saat c/i disambut ramah oleh Pak Seta yang menjelaskan dgn baik dan sampai dikamar suasana kamar yg bagus dan sudah terset up surprise wedding anniversary thank you for HK team dan di hari kedua kami request kamar untuk dirapihkan sewaktu kami pergi untuk jalan ke ciwidey dan sesampai kembali di hotel dan buka kamar ternyata di set up yg sangat baik dan bagus surprisenya (diluar prediksi kami) thank you untuk Pak Yoga Ahmada (HK)... Dan yang luar biasanya lagi adalah breakfast di Restaurantnya disambut ramah dan very nice hospitality oleh Nissayu, Yogi, Taufik di Beverage / Coffee Station dan Pak Pandu the great leader at…",Positive
